Frequency (Hz), Magnitude (dB)
12187.500000, -0.170861
12199.218750, -0.391938
12210.937500, -0.614804
12222.656250, -0.837225
12234.375000, -1.056795
12246.093750, -1.270954
12257.812500, -1.477018
12269.531250, -1.672223
12281.250000, -1.853775
12292.968750, -2.018912
12304.687500, -2.164983
12316.406250, -2.289526
12328.125000, -2.390351
12339.843750, -2.465624
12351.562500, -2.513937
12363.281250, -2.534371
12375.000000, -2.526533
12386.718750, -2.490577
12398.437500, -2.427193
12410.156250, -2.337579
12421.875000, -2.223389
12433.593750, -2.086667
12445.312500, -1.929764
12457.031250, -1.755260
12468.750000, -1.565875
12480.468750, -1.364400
12492.187500, -1.153618
12503.906250, -0.936256
12515.625000, -0.714932
12527.343750, -0.492124
12539.062500, -0.270143
12550.781250, -0.051122
12562.500000, 0.162991
12574.218750, 0.370436
12585.937500, 0.569634
12597.656250, 0.759180
12609.375000, 0.937833
12621.093750, 1.104503
12632.812500, 1.258243
12644.531250, 1.398233
12656.250000, 1.523771
12667.968750, 1.634261
12679.687500, 1.729206
12691.406250, 1.808196
12703.125000, 1.870904
12714.843750, 1.917077
12726.562500, 1.946534
12738.281250, 1.959162
12750.000000, 1.954911
12761.718750, 1.933796
12773.437500, 1.895898
12785.156250, 1.841363
12796.875000, 1.770405
12808.593750, 1.683312
12820.312500, 1.580450
12832.031250, 1.462271
12843.750000, 1.329319
12855.468750, 1.182239
12867.187500, 1.021790
12878.906250, 0.848853
12890.625000, 0.664443
12902.343750, 0.469723
12914.062500, 0.266014
12925.781250, 0.054805
12937.500000, -0.162235
12949.218750, -0.383253
12960.937500, -0.606209
12972.656250, -0.828878
12984.375000, -1.048862
12996.093750, -1.263608
13007.812500, -1.470436
13019.531250, -1.666580
13031.250000, -1.849242
13042.968750, -2.015653
13054.687500, -2.163146
13066.406250, -2.289238
13078.125000, -2.391716
13089.843750, -2.468716
13101.562500, -2.518796
13113.281250, -2.541002
13125.000000, -2.534904
13136.718750, -2.500620
13148.437500, -2.438806
13160.156250, -2.350631
13171.875000, -2.237724
13183.593750, -2.102109
13195.312500, -1.946124
13207.031250, -1.772339
13218.750000, -1.583476
13230.468750, -1.382324
13242.187500, -1.171675
13253.906250, -0.954264
13265.625000, -0.732721
13277.343750, -0.509536
13289.062500, -0.287034
13300.781250, -0.067364
13312.500000, 0.147514
13324.218750, 0.355827
13335.937500, 0.555983
13347.656250, 0.746566
13359.375000, 0.926322
13371.093750, 1.094155
13382.812500, 1.249107
13394.531250, 1.390350
13406.250000, 1.517176
13417.968750, 1.628982
13429.687500, 1.725266
13441.406250, 1.805613
13453.125000, 1.869690
13464.843750, 1.917242
13476.562500, 1.948082
13488.281250, 1.962094
13500.000000, 1.959224
13511.718750, 1.939485
13523.437500, 1.902952
13535.156250, 1.849767
13546.875000, 1.780142
13558.593750, 1.694358
13570.312500, 1.592777
13582.031250, 1.475845
13593.750000, 1.344099
13605.468750, 1.198178
13617.187500, 1.038833
13628.906250, 0.866935
13640.625000, 0.683491
13652.343750, 0.489651
13664.062500, 0.286725
13675.781250, 0.076190
13687.500000, -0.140300
13699.218750, -0.360905
13710.937500, -0.583601
13722.656250, -0.806177
13734.375000, -1.026249
13746.093750, -1.241276
13757.812500, -1.448589
13769.531250, -1.645431
13781.250000, -1.829007
13792.968750, -1.996545
13804.687500, -2.145375
13816.406250, -2.273001
13828.125000, -2.377191
13839.843750, -2.456055
13851.562500, -2.508123
13863.281250, -2.532405
13875.000000, -2.528434
13886.718750, -2.496287
13898.437500, -2.436583
13910.156250, -2.350452
13921.875000, -2.239490
13933.593750, -2.105692
13945.312500, -1.951373
13957.031250, -1.779087
13968.750000, -1.591542
13980.468750, -1.391522
13992.187500, -1.181817
14003.906250, -0.965166
14015.625000, -0.744203
14027.343750, -0.521429
14039.062500, -0.299180
14050.781250, -0.079615
14062.500000, 0.135294
14074.218750, 0.343759
14085.937500, 0.544178
14097.656250, 0.735120
14109.375000, 0.915324
14121.093750, 1.083679
14132.812500, 1.239218
14144.531250, 1.381106
14156.250000, 1.508624
14167.968750, 1.621163
14179.687500, 1.718211
14191.406250, 1.799348
14203.125000, 1.864235
14214.843750, 1.912610
14226.562500, 1.944282
14238.281250, 1.959128
14250.000000, 1.957090
14261.718750, 1.938174
14273.437500, 1.902453
14285.156250, 1.850062
14296.875000, 1.781206
14308.593750, 1.696164
14320.312500, 1.595290
14332.031250, 1.479024
14343.750000, 1.347897
14355.468750, 1.202541
14367.187500, 1.043698
14378.906250, 0.872233
14390.625000, 0.689143
14402.343750, 0.495570
14414.062500, 0.292814
14425.781250, 0.082343
14437.500000, -0.134198
14449.218750, -0.354981
14460.937500, -0.577987
14472.656250, -0.801015
14484.375000, -1.021687
14496.093750, -1.237465
14507.812500, -1.445683
14519.531250, -1.643582
14531.250000, -1.828359
14542.968750, -1.997235
14554.687500, -2.147522
14566.406250, -2.276705
14578.125000, -2.382528
14589.843750, -2.463072
14601.562500, -2.516836
14613.281250, -2.542797
14625.000000, -2.540453
14636.718750, -2.509850
14648.437500, -2.451576
14660.156250, -2.366736
14671.875000, -2.256904
14683.593750, -2.124060
14695.312500, -1.970507
14707.031250, -1.798796
14718.750000, -1.611633
14730.468750, -1.411807
14742.187500, -1.202117
14753.906250, -0.985310
14765.625000, -0.764035
14777.343750, -0.540804
14789.062500, -0.317968
14800.781250, -0.097699
14812.500000, 0.118017
14824.218750, 0.327380
14835.937500, 0.528775
14847.656250, 0.720763
14859.375000, 0.902070
14871.093750, 1.071578
14882.812500, 1.228312
14894.531250, 1.371428
14906.250000, 1.500204
14917.968750, 1.614023
14929.687500, 1.712370
14941.406250, 1.794821
14953.125000, 1.861032
14964.843750, 1.910738
14976.562500, 1.943745
14988.281250, 1.959927
15000.000000, 1.959224
15011.718750, 1.941640
15023.437500, 1.907242
15035.156250, 1.856164
15046.875000, 1.788609
15058.593750, 1.704850
15070.312500, 1.605240
15082.031250, 1.490213
15093.750000, 1.360295
15105.468750, 1.216112
15117.187500, 1.058402
15128.906250, 0.888021
15140.625000, 0.705958
15152.343750, 0.513347
15164.062500, 0.311478
15175.781250, 0.101807
15187.500000, -0.114033
15199.218750, -0.334224
15210.937500, -0.556763
15222.656250, -0.779461
15234.375000, -0.999953
15246.093750, -1.215714
15257.812500, -1.424090
15269.531250, -1.622329
15281.250000, -1.807636
15292.968750, -1.977234
15304.687500, -2.128434
15316.406250, -2.258713
15328.125000, -2.365803
15339.843750, -2.447769
15351.562500, -2.503085
15363.281250, -2.530700
15375.000000, -2.530085
15386.718750, -2.501249
15398.437500, -2.444749
15410.156250, -2.361656
15421.875000, -2.253515
15433.593750, -2.122278
15445.312500, -1.970226
15457.031250, -1.799890
15468.750000, -1.613965
15480.468750, -1.415231
15492.187500, -1.206483
15503.906250, -0.990466
15515.625000, -0.769834
15527.343750, -0.547103
15539.062500, -0.324632
15550.781250, -0.104600
15562.500000, 0.110995
15574.218750, 0.320346
15585.937500, 0.521826
15597.656250, 0.713986
15609.375000, 0.895544
15621.093750, 1.065373
15632.812500, 1.222488
15644.531250, 1.366039
15656.250000, 1.495293
15667.968750, 1.609630
15679.687500, 1.708526
15691.406250, 1.791551
15703.125000, 1.858356
15714.843750, 1.908670
15726.562500, 1.942294
15738.281250, 1.959097
15750.000000, 1.959015
15761.718750, 1.942044
15773.437500, 1.908250
15785.156250, 1.857760
15796.875000, 1.790772
15808.593750, 1.707554
15820.312500, 1.608453
15832.031250, 1.493896
15843.750000, 1.364406
15855.468750, 1.220600
15867.187500, 1.063208
15878.906250, 0.893080
15890.625000, 0.711197
15902.343750, 0.518684
15914.062500, 0.316822
15925.781250, 0.107060
15937.500000, -0.108979
15949.218750, -0.329486
15960.937500, -0.552465
15972.656250, -0.775733
15984.375000, -0.996932
15996.093750, -1.213539
16007.812500, -1.422901
16019.531250, -1.622263
16031.250000, -1.808825
16042.968750, -1.979798
16054.687500, -2.132477
16066.406250, -2.264322
16078.125000, -2.373040
16089.843750, -2.456668
16101.562500, -2.513651
16113.281250, -2.542907
16125.000000, -2.543872
16136.718750, -2.516528
16148.437500, -2.461402
16160.156250, -2.379542
16171.875000, -2.272472
16183.593750, -2.142131
16195.312500, -1.990792
16207.031250, -1.820981
16218.750000, -1.635395
16230.468750, -1.436818
16242.187500, -1.228053
16253.906250, -1.011858
16265.625000, -0.790896
16277.343750, -0.567699
16289.062500, -0.344638
16300.781250, -0.123907
16312.500000, 0.092485
16324.218750, 0.302716
16335.937500, 0.505150
16347.656250, 0.698328
16359.375000, 0.880956
16371.093750, 1.051900
16382.812500, 1.210168
16394.531250, 1.354903
16406.250000, 1.485368
16417.968750, 1.600936
16429.687500, 1.701080
16441.406250, 1.785365
16453.125000, 1.853440
16464.843750, 1.905031
16476.562500, 1.939937
16488.281250, 1.958024
16500.000000, 1.959224
16511.718750, 1.943535
16523.437500, 1.911016
16535.156250, 1.861796
16546.875000, 1.796068
16558.593750, 1.714098
16570.312500, 1.616230
16582.031250, 1.502889
16593.750000, 1.374591
16605.468750, 1.231951
16617.187500, 1.075694
16628.906250, 0.906662
16640.625000, 0.725831
16652.343750, 0.534318
16664.062500, 0.333396
16675.781250, 0.124503
16687.500000, -0.090747
16699.218750, -0.310556
16710.937500, -0.532941
16722.656250, -0.755731
16734.375000, -0.976579
16746.093750, -1.192978
16757.812500, -1.402281
16769.531250, -1.601747
16781.250000, -1.788581
16792.968750, -1.960000
16804.687500, -2.113300
16816.406250, -2.245938
16828.125000, -2.355611
16839.843750, -2.440344
16851.562500, -2.498566
16863.281250, -2.529170
16875.000000, -2.531568
16886.718750, -2.505714
16898.437500, -2.452105
16910.156250, -2.371760
16921.875000, -2.266176
16933.593750, -2.137265
16945.312500, -1.987278
16957.031250, -1.818725
16968.750000, -1.634287
16980.468750, -1.436740
16992.187500, -1.228879
17003.906250, -1.013461
17015.625000, -0.793150
17027.343750, -0.570479
17039.062500, -0.347826
17050.781250, -0.127389
17062.500000, 0.088813
17074.218750, 0.298953
17085.937500, 0.501386
17097.656250, 0.694642
17109.375000, 0.877423
17121.093750, 1.048586
17132.812500, 1.207131
17144.531250, 1.352194
17156.250000, 1.483032
17167.968750, 1.599011
17179.687500, 1.699599
17191.406250, 1.784355
17203.125000, 1.852923
17214.843750, 1.905024
17226.562500, 1.940453
17238.281250, 1.959070
17250.000000, 1.960803
17261.718750, 1.945646
17273.437500, 1.913654
17285.156250, 1.864951
17296.875000, 1.799724
17308.593750, 1.718237
17320.312500, 1.620826
17332.031250, 1.507912
17343.750000, 1.380004
17355.468750, 1.237713
17367.187500, 1.081756
17378.906250, 0.912968
17390.625000, 0.732318
17402.343750, 0.540915
17414.062500, 0.340023
17425.781250, 0.131072
17437.500000, -0.084331
17449.218750, -0.304398
17460.937500, -0.527153
17472.656250, -0.750432
17484.375000, -0.971895
17496.093750, -1.189037
17507.812500, -1.399216
17519.531250, -1.599686
17531.250000, -1.787651
17542.968750, -1.960319
17554.687500, -2.114973
17566.406250, -2.249054
17578.125000, -2.360240
17589.843750, -2.446530
17601.562500, -2.506326
17613.281250, -2.538495
17625.000000, -2.542417
17636.718750, -2.518018
17648.437500, -2.465769
17660.156250, -2.386666
17671.875000, -2.282185
17683.593750, -2.154225
17695.312500, -2.005027
17707.031250, -1.837094
17718.750000, -1.653108
17730.468750, -1.455847
17742.187500, -1.248113
17753.906250, -1.032671
17765.625000, -0.812196
17777.343750, -0.589233
17789.062500, -0.366169
17800.781250, -0.145219
17812.500000, 0.071591
17824.218750, 0.282419
17835.937500, 0.485611
17847.656250, 0.679690
17859.375000, 0.863345
17871.093750, 1.035427
17882.812500, 1.194930
17894.531250, 1.340983
17906.250000, 1.472836
17917.968750, 1.589852
17929.687500, 1.691495
17941.406250, 1.777321
17953.125000, 1.846969
17964.843750, 1.900158
17976.562500, 1.936680
17988.281250, 1.956393
18000.000000, 1.959224
18011.718750, 1.945163
18023.437500, 1.914265
18035.156250, 1.866649
18046.875000, 1.802503
18058.593750, 1.722087
18070.312500, 1.625734
18082.031250, 1.513862
18093.750000, 1.386979
18105.468750, 1.245689
18117.187500, 1.090706
18128.906250, 0.922861
18140.625000, 0.743116
18152.343750, 0.552574
18164.062500, 0.352492
18175.781250, 0.144293
18187.500000, -0.070426
18199.218750, -0.289885
18210.937500, -0.512117
18222.656250, -0.734971
18234.375000, -0.956115
18246.093750, -1.173053
18257.812500, -1.383154
18269.531250, -1.583680
18281.250000, -1.771840
18292.968750, -1.944845
18304.687500, -2.099980
18316.406250, -2.234683
18328.125000, -2.346624
18339.843750, -2.433792
18351.562500, -2.494573
18363.281250, -2.527816
18375.000000, -2.532881
18386.718750, -2.509669
18398.437500, -2.458626
18410.156250, -2.380725
18421.875000, -2.277419
18433.593750, -2.150585
18445.312500, -2.002446
18457.031250, -1.835491
18468.750000, -1.652389
18480.468750, -1.455910
18492.187500, -1.248853
18503.906250, -1.033980
18515.625000, -0.813965
18527.343750, -0.591358
18539.062500, -0.368551
18550.781250, -0.147762
18562.500000, 0.068976
18574.218750, 0.279815
18585.937500, 0.483093
18597.656250, 0.677325
18609.375000, 0.861197
18621.093750, 1.033549
18632.812500, 1.193372
18644.531250, 1.339787
18656.250000, 1.472041
18667.968750, 1.589490
18679.687500, 1.691593
18691.406250, 1.777901
18703.125000, 1.848049
18714.843750, 1.901753
18726.562500, 1.938800
18738.281250, 1.959044
18750.000000, 1.962409
18761.718750, 1.948880
18773.437500, 1.918508
18785.156250, 1.871410
18796.875000, 1.807767
18808.593750, 1.727836
18820.312500, 1.631946
18832.031250, 1.520509
18843.750000, 1.394028
18855.468750, 1.253101
18867.187500, 1.098436
18878.906250, 0.930858
18890.625000, 0.751320
18902.343750, 0.560920
18914.062500, 0.360905
18925.781250, 0.152691
18937.500000, -0.062135
18949.218750, -0.281799
18960.937500, -0.504345
18972.656250, -0.727628
18984.375000, -0.949321
18996.093750, -1.166936
19007.812500, -1.377843
19019.531250, -1.579305
19031.250000, -1.768528
19042.968750, -1.942718
19054.687500, -2.099148
19066.406250, -2.235243
19078.125000, -2.348654
19089.843750, -2.437349
19101.562500, -2.499689
19113.281250, -2.534494
19125.000000, -2.541097
19136.718750, -2.519371
19148.437500, -2.469737
19160.156250, -2.393141
19171.875000, -2.291019
19183.593750, -2.165230
19195.312500, -2.017987
19207.031250, -1.851772
19218.750000, -1.669250
19230.468750, -1.473196
19242.187500, -1.266410
19253.906250, -1.051662
19265.625000, -0.831637
19277.343750, -0.608893
19289.062500, -0.385833
19300.781250, -0.164687
19312.500000, 0.052500
19324.218750, 0.263871
19335.937500, 0.467752
19347.656250, 0.662651
19359.375000, 0.847244
19371.093750, 1.020364
19382.812500, 1.180994
19394.531250, 1.328250
19406.250000, 1.461372
19417.968750, 1.579713
19429.687500, 1.682726
19441.406250, 1.769960
19453.125000, 1.841047
19464.843750, 1.895698
19476.562500, 1.933698
19488.281250, 1.954900
19500.000000, 1.959224
19511.718750, 1.946654
19523.437500, 1.917239
19535.156250, 1.871093
19546.875000, 1.808396
19558.593750, 1.729402
19570.312500, 1.634438
19582.031250, 1.523913
19593.750000, 1.398327
19605.468750, 1.258275
19617.187500, 1.104461
19628.906250, 0.937705
19640.625000, 0.758956
19652.343750, 0.569306
19664.062500, 0.369998
19675.781250, 0.162438
19687.500000, -0.051790
19699.218750, -0.270924
19710.937500, -0.493013
19722.656250, -0.715920
19734.375000, -0.937330
19746.093750, -1.154759
19757.812500, -1.365586
19769.531250, -1.567080
19781.250000, -1.756452
19792.968750, -1.930909
19804.687500, -2.087727
19816.406250, -2.224324
19828.125000, -2.338348
19839.843750, -2.427755
19851.562500, -2.490893
19863.281250, -2.526568
19875.000000, -2.534092
19886.718750, -2.513320
19898.437500, -2.464651
19910.156250, -2.389011
19921.875000, -2.287815
19933.593750, -2.162907
19945.312500, -2.016483
19957.031250, -1.851013
19968.750000, -1.669154
19980.468750, -1.473671
19992.187500, -1.267364
20003.906250, -1.053001
20015.625000, -0.833268
20027.343750, -0.610724
20039.062500, -0.387779
20050.781250, -0.166665
20062.500000, 0.050566
20074.218750, 0.262051
20085.937500, 0.466112
20097.656250, 0.661248
20109.375000, 0.846130
20121.093750, 1.019586
20132.812500, 1.180594
20144.531250, 1.328264
20156.250000, 1.461833
20167.968750, 1.580646
20179.687500, 1.684156
20191.406250, 1.771905
20203.125000, 1.843522
20214.843750, 1.898715
20226.562500, 1.937264
20238.281250, 1.959021
20250.000000, 1.963901
20261.718750, 1.951885
20273.437500, 1.923019
20285.156250, 1.877412
20296.875000, 1.815242
20308.593750, 1.736757
20320.312500, 1.642281
20332.031250, 1.532218
20343.750000, 1.407063
20355.468750, 1.267406
20367.187500, 1.113943
20378.906250, 0.947490
20390.625000, 0.768989
20402.343750, 0.579522
20414.062500, 0.380326
20425.781250, 0.172799
20437.500000, -0.041486
20449.218750, -0.260773
20460.937500, -0.483121
20472.656250, -0.706401
20484.375000, -0.928304
20496.093750, -1.146354
20507.812500, -1.357933
20519.531250, -1.560312
20531.250000, -1.750701
20542.968750, -1.926304
20554.687500, -2.084385
20566.406250, -2.222352
20578.125000, -2.337836
20589.843750, -2.428772
20601.562500, -2.493485
20613.281250, -2.530753
20625.000000, -2.539862
20636.718750, -2.520638
20648.437500, -2.473452
20660.156250, -2.399209
20671.875000, -2.299300
20683.593750, -2.175552
20695.312500, -2.030148
20707.031250, -1.865549
20718.750000, -1.684409
20730.468750, -1.489492
20742.187500, -1.283602
20753.906250, -1.069511
20765.625000, -0.849914
20777.343750, -0.627380
20789.062500, -0.404328
20800.781250, -0.183001
20812.500000, 0.034538
20824.218750, 0.246416
20835.937500, 0.450944
20847.656250, 0.646613
20859.375000, 0.832086
20871.093750, 1.006182
20882.812500, 1.167872
20894.531250, 1.316260
20906.250000, 1.450577
20917.968750, 1.570164
20929.687500, 1.674468
20941.406250, 1.763028
20953.125000, 1.835469
20964.843750, 1.891497
20976.562500, 1.930890
20988.281250, 1.953494
21000.000000, 1.959224
21011.718750, 1.948059
21023.437500, 1.920041
21035.156250, 1.875280
21046.875000, 1.813949
21058.593750, 1.736295
21070.312500, 1.642639
21082.031250, 1.533384
21093.750000, 1.409021
21105.468750, 1.270136
21117.187500, 1.117424
21128.906250, 0.951696
21140.625000, 0.773888
21152.343750, 0.585081
21164.062500, 0.386503
21175.781250, 0.179549
21187.500000, -0.034215
21199.218750, -0.253039
21210.937500, -0.474989
21222.656250, -0.697943
21234.375000, -0.919599
21246.093750, -1.137487
21257.812500, -1.348995
21269.531250, -1.551398
21281.250000, -1.741910
21292.968750, -1.917735
21304.687500, -2.076139
21316.406250, -2.214524
21328.125000, -2.330515
21339.843750, -2.422038
21351.562500, -2.487407
21363.281250, -2.525385
21375.000000, -2.535241
21386.718750, -2.516784
21398.437500, -2.470369
21410.156250, -2.396879
21421.875000, -2.297692
21433.593750, -2.174619
21445.312500, -2.029830
21457.031250, -1.865777
21468.750000, -1.685105
21480.468750, -1.490576
21492.187500, -1.284988
21503.906250, -1.071116
21515.625000, -0.851654
21527.343750, -0.629175
21539.062500, -0.406101
21550.781250, -0.184681
21562.500000, 0.033018
21574.218750, 0.245116
21585.937500, 0.449921
21597.656250, 0.645917
21609.375000, 0.831762
21621.093750, 1.006270
21632.812500, 1.168407
21644.531250, 1.317274
21656.250000, 1.452095
21667.968750, 1.572210
21679.687500, 1.677062
21691.406250, 1.766185
21703.125000, 1.839202
21714.843750, 1.895815
21726.562500, 1.935799
21738.281250, 1.958999
21750.000000, 1.965325
21761.718750, 1.954753
21773.437500, 1.927323
21785.156250, 1.883139
21796.875000, 1.822374
21808.593750, 1.745270
21820.312500, 1.652144
21832.031250, 1.543393
21843.750000, 1.419504
21855.468750, 1.281059
21867.187500, 1.128745
21878.906250, 0.963368
21890.625000, 0.785857
21902.343750, 0.597284
21914.062500, 0.398871
21925.781250, 0.192003
21937.500000, -0.021763
21949.218750, -0.240686
21960.937500, -0.462841
21972.656250, -0.686115
21984.375000, -0.908214
21996.093750, -1.126675
22007.812500, -1.338891
22019.531250, -1.542143
22031.250000, -1.733642
22042.968750, -1.910590
22054.687500, -2.070246
22066.406250, -2.210002
22078.125000, -2.327466
22089.843750, -2.420547
22101.562500, -2.487533
22113.281250, -2.527162
22125.000000, -2.538676
22136.718750, -2.521854
22148.437500, -2.477024
22160.156250, -2.405044
22171.875000, -2.307268
22183.593750, -2.185487
22195.312500, -2.041858
22207.031250, -1.878821
22218.750000, -1.699016
22230.468750, -1.505202
22242.187500, -1.300180
22253.906250, -1.086728
22265.625000, -0.867548
22277.343750, -0.645221
22289.062500, -0.422179
22300.781250, -0.200682
22312.500000, 0.017194
22324.218750, 0.229560
22335.937500, 0.434710
22347.656250, 0.631122
22359.375000, 0.817443
22371.093750, 0.992481
22382.812500, 1.155194
22394.531250, 1.304675
22406.250000, 1.440144
22417.968750, 1.560936
22429.687500, 1.666486
22441.406250, 1.756327
22453.125000, 1.830078
22464.843750, 1.887437
22476.562500, 1.928175
22488.281250, 1.952134
22500.000000, 1.959224
22511.718750, 1.949417
22523.437500, 1.922751
22535.156250, 1.879328
22546.875000, 1.819318
22558.593750, 1.742960
22570.312500, 1.650571
22582.031250, 1.542544
22593.750000, 1.419364
22605.468750, 1.281610
22617.187500, 1.129965
22628.906250, 0.965232
22640.625000, 0.788336
22652.343750, 0.600345
22664.062500, 0.402477
22675.781250, 0.196111
22687.500000, -0.017199
22699.218750, -0.235721
22710.937500, -0.457533
22722.656250, -0.680529
22734.375000, -0.902420
22746.093750, -1.120748
22757.812500, -1.332910
22769.531250, -1.536190
22781.250000, -1.727803
22792.968750, -1.904950
22804.687500, -2.064888
22816.406250, -2.205005
22828.125000, -2.322903
22839.843750, -2.416481
22851.562500, -2.484016
22863.281250, -2.524233
22875.000000, -2.536360
22886.718750, -2.520159
22898.437500, -2.475941
22910.156250, -2.404550
22921.875000, -2.307325
22933.593750, -2.186046
22945.312500, -2.042859
22957.031250, -1.880194
22968.750000, -1.700688
22980.468750, -1.507096
22992.187500, -1.302216
23003.906250, -1.088828
23015.625000, -0.869636
23027.343750, -0.647224
23039.062500, -0.424028
23050.781250, -0.202313
23062.500000, 0.015841
23074.218750, 0.228537
23085.937500, 0.434068
23097.656250, 0.630905
23109.375000, 0.817690
23121.093750, 0.993227
23132.812500, 1.156469
23144.531250, 1.306506
23156.250000, 1.442555
23167.968750, 1.563944
23179.687500, 1.670110
23191.406250, 1.760579
23203.125000, 1.834969
23214.843750, 1.892974
23226.562500, 1.934363
23238.281250, 1.958977
23250.000000, 1.966721
23261.718750, 1.957564
23273.437500, 1.931543
23285.156250, 1.888756
23296.875000, 1.829369
23308.593750, 1.753620
23320.312500, 1.661818
23332.031250, 1.554355
23343.750000, 1.431710
23355.468750, 1.294456
23367.187500, 1.143271
23378.906250, 0.978951
23390.625000, 0.802414
23402.343750, 0.614721
23414.062500, 0.417080
23425.781250, 0.210862
23437.500000, -0.002389
23449.218750, -0.220950
23460.937500, -0.442911
23472.656250, -0.666174
23484.375000, -0.888459
23496.093750, -1.107319
23507.812500, -1.320156
23519.531250, -1.524258
23531.250000, -1.716843
23542.968750, -1.895110
23554.687500, -2.056311
23566.406250, -2.197824
23578.125000, -2.317236
23589.843750, -2.412428
23601.562500, -2.481654
23613.281250, -2.523613
23625.000000, -2.537503
23636.718750, -2.523058
23648.437500, -2.480560
23660.156250, -2.410823
23671.875000, -2.315163
23683.593750, -2.195338
23695.312500, -2.053474
23707.031250, -1.891993
23718.750000, -1.713520
23730.468750, -1.520808
23742.187500, -1.316655
23753.906250, -1.103845
23765.625000, -0.885086
23777.343750, -0.662971
23789.062500, -0.439946
23800.781250, -0.218283
23812.500000, -0.000077
23824.218750, 0.212769
23835.937500, 0.418534
23847.656250, 0.615682
23859.375000, 0.802845
23871.093750, 0.978818
23882.812500, 1.142548
23894.531250, 1.293117
23906.250000, 1.429734
23917.968750, 1.551724
23929.687500, 1.658517
23941.406250, 1.749636
23953.125000, 1.824693
23964.843750, 1.883379
23976.562500, 1.925461
23988.281250, 1.950775
